,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),6142597,The Newsroom             ,新闻编辑室 第一季 The Newsroom Season 1,剧情,8.9,51568,59.1%,30.9%,8.3%,1.2%,0.4%,美国,1274466,1321467,1292153,1294807,1294637,1318822,1023116,1006974,1036322,1036381,1018165,1025134,1147707,1041167,1036404,"https://ia.media-imdb.com/images/M/MV5BMTEyMzc0ODAwMjVeQTJeQWpwZ15BbWU4MDMxODk4OTIx._V1_UX182_CR0,0,182,268_AL_.jpg"
