,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),3743114,Hwanghae (2010) ,黄海 황해,剧情,动作,犯罪,8.4,86415,35.7%,49.1%,13.8%,1.1%,0.2%,韩国,美国,香港,1274385,1032680,1310942,1327294,1316063,1338489,"https://ia.media-imdb.com/images/M/MV5BNjk4MmRlNmQtZTMzYS00NWM2LThlYmMtZjZiMzdhOThmNTFlXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
