,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),4165084,Miranda             ,米兰达 第一季 Miranda Season 1,喜剧,8.9,17043,58.2%,31.6%,8.9%,1.1%,0.3%,英国,1291354,1275224,1274544,1028021,1275939,1325347,1134765,"https://ia.media-imdb.com/images/M/MV5BOTQyMzA1Nzg4Ml5BMl5BanBnXkFtZTcwNTQxMTg4Mw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
