,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2012),3566266,Upside Down (2012) ,逆世界 Upside Down,剧情,爱情,科幻,奇幻,6.2,62727,5.7%,21.4%,51.9%,17.6%,3.3%,加拿大,法国,1041717,1053559,1054429,1031872,1320271,1193477,1326456,1300208,1331449,1343326,1375337,1375338,1375339,1375340,1375341,1375342,1375343,1375344,1101107,1340900,"https://ia.media-imdb.com/images/M/MV5BMTgzNzM4ODMwNV5BMl5BanBnXkFtZTcwNDU1MzEwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
