,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2009),3754368,The Good Wife             ,傲骨贤妻 第一季 The Good Wife Season 1,剧情,悬疑,犯罪,9.0,45136,54.8%,38.3%,6.5%,0.3%,0.1%,美国,1291546,1017890,1049551,1048137,1044891,1293897,1169243,1155567,1040515,1006980,"https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
