,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),3628370,Les aventures extraordinaires d'Adèle Blanc-Sec (2010) ,阿黛拉的非凡冒险 Les aventures extraordinaires d'Adèle Blanc-Sec,喜剧,奇幻,冒险,6.8,60093,8.7%,33.8%,47.1%,9.0%,1.5%,法国,1031876,1036817,1040679,1274262,1005269,1319564,"https://ia.media-imdb.com/images/M/MV5BZjFkOTkyYzMtNWM1My00OGY3LTlhZmYtM2I0ZDNmMjVhY2RhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR7,0,182,268_AL_.jpg"
