,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2015),10440138,Jurassic World (2015) ,侏罗纪世界 Jurassic World,动作,科幻,冒险,7.6,214526,19.1%,47.8%,29.7%,2.8%,0.5%,美国,中国大陆,1220581,1017967,1027772,1010546,1322702,1322130,1220507,1054808,1108861,1009256,1316713,1332184,1274964,1032147,1283618,1349630,1349392,1049664,"https://ia.media-imdb.com/images/M/MV5BNWEyNTE0YTEtY2FkMi00MmY3LTg4MWMtODdjYjRkNGM4ZTZhXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_UX182_CR0,0,182,268_AL_.jpg"
