,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2010),3412830,Di renjie: Tong tian di guo (2010) ,狄仁杰之通天帝国,剧情,动作,悬疑,犯罪,古装,6.4,157634,4.5%,26.9%,54.2%,12.2%,2.1%,中国大陆,香港,1007152,1054424,1036905,1040990,1118167,1274235,1274243,1037408,1274497,1274288,1321612,1318605,1316770,1319956,1313000,1330655,1328416,1325412,1319286,"https://ia.media-imdb.com/images/M/MV5BZTRiYzIwMzYtYmMyYi00NTFiLTgzZDgtMjllZDUwOTNhMWY3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
