,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2012),4847665,The Perks of Being a Wallflower (2012) ,壁花少年 The Perks of Being a Wallflower,剧情,7.9,128044,25.9%,47.1%,24.6%,2.1%,0.3%,美国,1070754,1053583,1053624,1313037,1013763,1002667,1017892,1040567,1027806,1044729,"https://ia.media-imdb.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
