,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),3442220,The Cove (2009) ,海豚湾 The Cove,纪录片,9.3,195633,70.7%,23.0%,5.3%,0.5%,0.4%,美国,1324808,1078180,1227436,1258317,1054221,1025143,1324808,"https://ia.media-imdb.com/images/M/MV5BMzM3NTRhMTctNTE2MS00YjJmLWE2ZmMtMmY3MWI0ODExMTMzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR4,0,182,268_AL_.jpg"
