,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2010),4062922,72 ga cho hak (2010) ,72家租客,喜剧,6.7,65218,7.9%,31.1%,49.2%,10.0%,1.9%,香港,1002862,1274344,1012563,1002862,1050693,1038569,1028496,1257558,1274238,1222588,1038329,1018555,1019718,1050329,1107142,1050335,1005575,1037562,1215093,1007512,1274440,1010833,1070608,1034328,1033379,"https://ia.media-imdb.com/images/M/MV5BMzM3NWUxY2UtYmVhNC00YjBhLWJjNGMtZjhjMmYzMTYxNjZkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
