,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2010),3641108,Rabbit Hole (2010) ,兔子洞 Rabbit Hole,剧情,家庭,7.3,31740,11.7%,45.5%,39.4%,3.1%,0.4%,美国,1045037,1054442,1053577,1002725,1313408,1036577,1010565,1048143,1159716,1032597,1313409,1164994,1014078,"https://ia.media-imdb.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
