,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),3711760,Sien nui yau wan (2011) ,倩女幽魂,剧情,惊悚,奇幻,古装,5.3,84010,2.6%,10.2%,45.7%,30.6%,11.0%,中国大陆,香港,1274472,1049732,1027577,1275100,1016847,1018257,1275739,1001890,1314640,1028828,"https://ia.media-imdb.com/images/M/MV5BMjAwMzcyMTg3OV5BMl5BanBnXkFtZTgwMDAyNjAzMTE@._V1_UY268_CR9,0,182,268_AL_.jpg"
