,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),5290729,Love in Space (2011) ,全球热恋,喜剧,爱情,5.6,86342,2.9%,13.0%,52.7%,25.0%,6.3%,中国大陆,香港,1280442,1274448,1041007,1041390,1023424,1215287,1033011,1274628,1017207,1274288,1313024,"https://ia.media-imdb.com/images/M/MV5BMTk4OTQ3ODg2OF5BMl5BanBnXkFtZTcwNTIzNzY2Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
