,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),6019180,Hellowoo goseuteu (2010) ,开心家族 헬로우 고스트,剧情,喜剧,家庭,8.5,133386,43.2%,40.8%,14.1%,1.5%,0.4%,韩国,1327242,1185404,1314613,1170566,1313570,1319285,1330243,"https://ia.media-imdb.com/images/M/MV5BNDAyOTY2MzE4N15BMl5BanBnXkFtZTgwMjY0OTI5NDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
