,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2008),3872249,The Horribly Slow Murderer with the Extremely Inefficient Weapon (2008) ,勺子杀人狂 The Horribly Slow Murderer with the Extremely Inefficient Weapon,喜剧,恐怖,短片,8.1,39577,35.7%,41.3%,19.0%,2.7%,1.3%,美国,1336944,1070192,1212802,"https://ia.media-imdb.com/images/M/MV5BMjAyMzYwNjg4NV5BMl5BanBnXkFtZTcwODcxMjk5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
