,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2011),4821046,Guan yun chang (2011) ,关云长,剧情,动作,传记,历史,4.9,68859,2.2%,8.1%,38.2%,35.2%,16.4%,中国大陆,香港,1126158,1014716,1025194,1021999,1004856,1033102,1274732,1314702,1274550,1005415,1274884,1274637,1275038,"https://ia.media-imdb.com/images/M/MV5BYzBmYTI4MWUtOTZjYS00MDU0LTk3NTQtOWQxMGM5ZDIxODNjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
