,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2012),4212172,Sap ji sang ciu (2012) ,十二生肖,喜剧,动作,冒险,6.6,193691,8.9%,30.6%,46.9%,10.9%,2.7%,中国大陆,香港,1054531,1054531,1223767,1007401,1318516,1324267,1324346,1314482,1027502,1138320,1275136,1211987,1032633,1314015,1275547,1275739,"https://ia.media-imdb.com/images/M/MV5BODI0YWM0MDktZjEzZS00OWEyLWJhNDgtNWNhMjVkM2M1YzE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
