,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),4896894,Stoker (2013) ,斯托克 Stoker,剧情,悬疑,惊悚,7.5,45248,18.1%,44.2%,31.9%,4.8%,1.0%,美国,英国,1137414,1025135,1054442,1000008,1040534,1022645,1040705,1161151,"https://ia.media-imdb.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
