,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,poster
0,(2007),3570688,The Work Outing             ,IT狂人 第二季 The IT Crowd Season 2,喜剧,9.3,33848,70.0%,25.4%,4.3%,0.3%,0.1%,英国,1275724,1018763,1017102,1031755,1274320,1274332,"https://ia.media-imdb.com/images/M/MV5BMTQ3Mzk4NjM1MV5BMl5BanBnXkFtZTgwOTQ1MjUyMjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
