,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2012),6799191,Sou suo (2012) ,搜索,剧情,悬疑,7.3,227238,16.1%,42.5%,33.9%,5.9%,1.4%,中国大陆,1023040,1018980,1029395,1274608,1037742,1054562,1274301,1274673,1274761,1313809,1323214,1354399,1315090,1316349,1318061,"https://ia.media-imdb.com/images/M/MV5BMjI0NDMxMjE4N15BMl5BanBnXkFtZTgwMjkzNDc2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
