,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),3737102,Báng-kah (2010) ,艋舺,剧情,7.7,206667,18.6%,51.1%,27.6%,2.3%,0.4%,台湾,1274411,1274608,1259866,1274684,1275481,1274546,1274458,1274685,1274411,1314706,"https://ia.media-imdb.com/images/M/MV5BMTQ0MDMxMTMyNl5BMl5BanBnXkFtZTgwMzc5MTEwMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
