,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2009),3302627,Fuk sau (2009) ,复仇 Vengeance,剧情,动作,惊悚,犯罪,6.7,18682,8.0%,33.6%,47.6%,9.2%,1.6%,香港,法国,1160186,1018266,1050076,1050329,1274279,1005537,1031194,1050735,1005843,1275607,1152997,1014218,1045825,1274503,"https://ia.media-imdb.com/images/M/MV5BMTQzNTMzNDYyNV5BMl5BanBnXkFtZTcwODY0NTk5Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg"
