,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4904662,The Old Wagon             ,摩登家庭 第二季 Modern Family Season 2,喜剧,家庭,9.5,40528,76.1%,21.3%,2.5%,0.1%,0.1%,美国,1000065,1055987,1031819,1025048,1027262,1049652,1036376,1004620,1312983,1022735,"https://ia.media-imdb.com/images/M/MV5BMTU1NTg0NzgwOV5BMl5BanBnXkFtZTcwMTk4MzI5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
