,time,id,English_name,name,type1,type2,type3,type4,type5,type6,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),6080775,Huang jin da jie an (2012) ,黄金大劫案,剧情,喜剧,动作,爱情,历史,战争,6.8,139689,10.7%,33.4%,42.8%,10.5%,2.5%,中国大陆,1274265,1312940,1015199,1313238,1317034,1274274,1051526,1274640,1274276,1274242,1310743,1313244,1330011,1275510,"https://ia.media-imdb.com/images/M/MV5BN2QxY2U5ZDAtN2YwYi00MzNhLThhMjktNDFmYWY1MjhmNzVlXkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
