,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),3338821,Burn-E (2008) ,电焊工波力 BURN-E,喜剧,科幻,动画,短片,9.0,55827,58.8%,32.4%,8.2%,0.4%,0.1%,美国,1290663,1290663,1388965,1009535,1000389,1018022,1388948,"https://ia.media-imdb.com/images/M/MV5BMjVmNTNmOWUtZGRmZS00ZWNlLWI3YmItNWNhNzU5NGYzZTE1XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
