,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),4009651,Dou niu (2009) ,斗牛,剧情,喜剧,7.8,89838,22.3%,49.5%,24.7%,3.0%,0.5%,中国,1274919,1274242,1274496,1274737,1321645,1345923,1316261,1039767,1315092,"https://ia.media-imdb.com/images/M/MV5BODIyNDJlMWQtYzc1Yy00N2I5LTg0YWEtZDMyYjRjMjA5OGE1XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
