,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,poster
0,(2010),4850563,Jen the Fredo             ,IT狂人 第四季 The IT Crowd Season 4,喜剧,9.3,28870,69.9%,25.2%,4.6%,0.3%,0.1%,英国,1018763,1275724,1031755,1274320,1274332,"https://ia.media-imdb.com/images/M/MV5BMTgwMjcwMjE2MV5BMl5BanBnXkFtZTgwNTk1NTUyMjE@._V1_UY268_CR88,0,182,268_AL_.jpg"
