,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2011),5989818,Hotarubi no mori e (2011) ,萤火之森 蛍火の杜へ,剧情,爱情,动画,奇幻,8.7,168406,51.5%,35.7%,11.5%,1.0%,0.3%,日本,1275191,1321489,1312902,"https://ia.media-imdb.com/images/M/MV5BYTI0ZTAzMzctZWVkMS00ZWMyLTkyZDctZjFmMjA3NTNmYzAyXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
