,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2013),4830478,Kick-Ass 2 (2013) ,海扁王2 Kick-Ass 2,喜剧,动作,犯罪,6.2,48000,6.2%,22.2%,52.2%,16.2%,3.1%,美国,1300241,1017887,1018981,1054438,1257926,1009305,1332599,1000180,1048119,1049960,1316928,1333876,1013755,"https://ia.media-imdb.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
