,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),3412882,Sit ting fung wan (2009) ,窃听风云 竊聽風雲,剧情,动作,惊悚,7.4,176617,11.6%,51.7%,34.0%,2.4%,0.3%,香港,中国大陆,新加坡,1126158,1014716,1007251,1027577,1027502,1016668,1033102,1162139,1037662,1275970,"https://ia.media-imdb.com/images/M/MV5BNWQyMTdhYWMtMDYyNC00ZGQ4LTg2MzQtMTYwNGNlZDNjN2M3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
