,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2012),3395373,The Dark Knight Rises (2012) ,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,剧情,动作,科幻,惊悚,犯罪,8.6,309036,44.6%,40.9%,13.0%,1.2%,0.3%,美国,英国,1054524,1005773,1049489,1048027,1101703,1006955,1010507,1054509,1054534,1274500,1252378,1013851,1036424,1049809,1031220,1022713,1044961,1047992,1004844,1002720,1000248,"https://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
