,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2017),6311303,Pirates of the Caribbean: Dead Men Tell No Tales (2017) ,加勒比海盗5：死无对证 Pirates of the Caribbean: Dead Men Tell No Tales,动作,奇幻,冒险,7.3,195435,15.4%,41.6%,37.2%,5.1%,0.7%,美国,1019391,1216851,1054456,1054414,1010543,1325896,1031178,1123046,1009332,1008069,1054448,1025229,1049573,1019076,1010683,1325972,1343592,1234109,1150372,"https://ia.media-imdb.com/images/M/MV5BMTYyMTcxNzc5M15BMl5BanBnXkFtZTgwOTg2ODE2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
