,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),3742987,Les petits mouchoirs (2010) ,小小的白色谎言 Les petits mouchoirs,剧情,喜剧,8.2,12718,33.5%,47.1%,17.2%,1.8%,0.3%,法国,1000177,1006955,1045113,1050210,1274262,1278962,1106952,1007201,1014348,1325459,1018213,"https://ia.media-imdb.com/images/M/MV5BYjIzMzVmN2YtM2VlOS00NTY3LWIwNDktODg4MzQ2MWRlOWJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY268_CR9,0,182,268_AL_.jpg"
