,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),4817901,Insidious (2010) ,潜伏 Insidious,惊悚,恐怖,7.4,58375,16.0%,42.9%,35.2%,5.0%,0.9%,美国,1032122,1022562,1006919,1276530,1006998,1014029,"https://ia.media-imdb.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
