,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2013),3821067,The Grandmaster (2013) ,一代宗师 一代宗師,剧情,7.8,303343,27.1%,43.1%,24.4%,4.1%,1.4%,中国大陆,香港,1041024,1115918,1041014,1077991,1197534,1274296,1274081,1300406,1318005,1038772,1283563,1326224,1050979,1275482,1028828,1274304,1326042,1025509,1275607,"https://ia.media-imdb.com/images/M/MV5BMTY1NDYxNDA5OF5BMl5BanBnXkFtZTcwNjk3NDk0OQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
