,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4323691,Da lui toi (2010) ,打擂台,剧情,喜剧,动作,7.1,15670,11.3%,41.6%,39.0%,6.6%,1.4%,香港,中国大陆,1274244,1069257,1041695,1274243,1274267,1028360,1274760,1193019,1297367,1012699,1274489,1025509,"https://ia.media-imdb.com/images/M/MV5BOGRmMWQ4YTAtOGRlNy00NWQxLTllYTEtZTA4ZjZkNzQyOGQyXkEyXkFqcGdeQXVyMTk0MTQ4OA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
