,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2016),6873736,Angry Birds (2016) ,愤怒的小鸟 Angry Birds,喜剧,动画,冒险,7.0,71469,12.7%,36.5%,42.4%,7.1%,1.3%,芬兰,美国,1357709,1288264,1049521,1305235,1013797,1025183,1054527,1319532,1019009,1017902,1027852,1332180,1335295,1000430,1004936,1031989,1323050,1018217,1348723,1354114,1252170,1388323,1340222,"https://ia.media-imdb.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
