,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2011),4942778,The Sorcerer and the White Snake (2011) ,白蛇传说,动作,爱情,奇幻,古装,4.7,90032,2.1%,7.7%,34.5%,35.2%,20.5%,中国大陆,1280664,1025146,1005110,1037562,1041425,1011513,1032562,1274290,1173971,1019343,1108968,1217936,1274279,"https://ia.media-imdb.com/images/M/MV5BMTU1MTAxMTE3NV5BMl5BanBnXkFtZTcwODk5NDM4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
