,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2015),3338862,Terminator Genisys (2015) ,终结者：创世纪 Terminator Genisys,动作,科幻,冒险,6.9,93516,10.1%,33.6%,47.1%,8.0%,1.3%,美国,1298974,1035643,1305193,1314668,1324668,1147911,1338290,1197648,1031979,1105108,1322326,1040704,1213558,1350741,1350740,1350739,1049947,1351069,1341942,1348141,1037024,1339892,1328847,"https://ia.media-imdb.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
