,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),10561953,The Date Night Variable             ,生活大爆炸 第六季 The Big Bang Theory Season 6,喜剧,8.9,77076,56.9%,33.5%,8.7%,0.7%,0.2%,美国,1319438,1044725,1000004,1036309,1036349,1044886,1063054,1274987,1031920,1013843,1025181,1036570,1242167,"https://ia.media-imdb.com/images/M/MV5BMjA0MTgzNzM2M15BMl5BanBnXkFtZTcwMzUwMTUzOA@@._V1_UY268_CR110,0,182,268_AL_.jpg"
