,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3387546,Meitantei Conan: Shikkoku no chaser (2009) ,名侦探柯南：漆黑的追踪者 名探偵コナン 漆黒の追跡者,动画,悬疑,7.3,59342,14.6%,42.0%,39.0%,3.9%,0.4%,日本,1048421,1003697,1051141,1002915,1018954,"https://ia.media-imdb.com/images/M/MV5BMGFlYzc4NGItYTMxOS00NTk2LTliNzQtYzQyMTJiYTU2OWRmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY268_CR3,0,182,268_AL_.jpg"
