,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),4724373,Final Destination 5 (2011) ,死神来了5 Final Destination 5,惊悚,恐怖,6.5,67609,7.4%,24.8%,53.9%,12.0%,1.9%,美国,1315582,1009681,1068394,1049670,1036640,1129482,1000341,1036498,"https://ia.media-imdb.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
