,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2010),4312232,Yan gan hei kek (2010) ,人间喜剧 人間喜劇,喜剧,7.5,48454,16.4%,47.7%,30.3%,4.5%,1.0%,香港,1274234,1274236,1019343,1274238,1023827,1314956,1274449,1197244,1322710,1274241,1315421,1274246,1274489,1274240,1274244,1321488,1294721,"https://ia.media-imdb.com/images/M/MV5BOGRjMjhlZTAtODNjNC00MTI3LTk4NWYtMjMxODUyODI3YWM2XkEyXkFqcGdeQXVyMzg2NTI3NjI@._V1_UY268_CR8,0,182,268_AL_.jpg"
