,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),6395245,2 Broke Girls             ,破产姐妹 第一季 2 Broke Girls Season 1,喜剧,8.9,133640,56.0%,35.2%,8.0%,0.6%,0.2%,美国,1074159,1018976,1316011,1314068,1005037,1317008,1318761,1031941,1049511,"https://ia.media-imdb.com/images/M/MV5BMTYxMDA3Mzg5NV5BMl5BanBnXkFtZTgwNDIxOTcwMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
