,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1996),3286531,The One with the Princess Leia Fantasy             ,老友记  第三季 Friends Season 3,喜剧,爱情,9.7,46000,87.0%,11.4%,1.5%,0.1%,0.0%,美国,1016678,1040995,1040992,1013783,1048025,1041115,"https://ia.media-imdb.com/images/M/MV5BNDkwNDUwOTgzMV5BMl5BanBnXkFtZTgwMTUyMzYzMzE@._V1_UY268_CR87,0,182,268_AL_.jpg"
