,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2010),3742360,Rang zi dan fei (2010) ,让子弹飞,剧情,喜剧,动作,西部,8.7,675351,50.2%,36.7%,11.4%,1.2%,0.5%,中国大陆,香港,1021999,1021999,1000905,1044899,1036905,1053618,1026454,1274290,1037851,1007401,1274497,1274884,1033846,1274255,1032540,1275964,1275547,1275965,1275973,1275967,1275961,1275968,1313245,"https://ia.media-imdb.com/images/M/MV5BMjI2NDQ5Mzg0NF5BMl5BanBnXkFtZTgwMDM3NjI2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
