,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2012),6110546,Anna Karenina (2012) ,安娜·卡列尼娜 Anna Karenina,剧情,爱情,7.1,50498,11.8%,39.9%,40.9%,6.4%,1.1%,英国,1275041,1054448,1010510,1036721,1031922,1017887,1013814,1025138,1022627,1013841,1233154,1313116,"https://ia.media-imdb.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
