,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2016),3434070,Passengers (2016) ,太空旅客 Passengers,科幻,冒险,7.0,122602,11.3%,36.5%,43.4%,7.7%,1.2%,美国,1299674,1022616,1017967,1004566,1022596,1002695,1349630,1350594,"https://ia.media-imdb.com/images/M/MV5BZjk4ZTMwMTYtOTk1NC00OTA0LWFhMGYtZTBjMzViMDY2YWZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
