,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2012),10487226,Pieta (2012) ,圣殇 피에타,剧情,7.7,34227,22.4%,47.1%,26.2%,3.3%,1.0%,韩国,1031241,1020367,1316408,1329943,1328889,"https://ia.media-imdb.com/images/M/MV5BODQ3Nzg1NjkyNl5BMl5BanBnXkFtZTcwMzEyOTQzOQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
