,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),4946963,Guanggun'er (2010) ,光棍儿,剧情,喜剧,同性,8.1,25188,28.5%,49.8%,18.9%,2.1%,0.7%,中国大陆,1316620,1329854,1328950,1348265,1348264,1348266,"https://ia.media-imdb.com/images/M/MV5BMzViYzU0NmYtYTNlMy00MjIwLWExZDgtNmI0MDNkZWY4YjE3XkEyXkFqcGdeQXVyNjU5MzY4MDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
