,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2013),3749974,Under the Skin (2013) ,皮囊之下 Under the Skin,科幻,恐怖,6.1,27329,6.4%,23.5%,46.2%,18.7%,5.1%,英国,美国,瑞士,1275047,1054453,1341021,1341022,1341023,1341024,1032916,1334502,1327859,"https://ia.media-imdb.com/images/M/MV5BMTU1MDEwMDg4Nl5BMl5BanBnXkFtZTgwOTk3NTcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
