,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2008),3550132,Kwa-sok-seu-kaen-deul (2008) ,非常主播 과속스캔들,剧情,喜剧,音乐,7.9,128829,23.1%,51.3%,24.0%,1.5%,0.2%,韩国,1315887,1185404,1266979,1274752,1274754,"https://ia.media-imdb.com/images/M/MV5BMTM5MjQ5Nzk4NF5BMl5BanBnXkFtZTgwODIwNzUxMTE@._V1_UY268_CR9,0,182,268_AL_.jpg"
