,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2012),6383498,Magic Mike (2012) ,魔力麦克 Magic Mike,剧情,喜剧,情色,6.5,21492,7.6%,25.1%,55.0%,10.9%,1.5%,美国,1054400,1031224,1040511,1025059,1035645,1013768,1015577,1000117,1010684,1009303,1237039,1276028,1351670,1228600,1108852,1098587,1383123,1009632,1321830,1315962,"https://ia.media-imdb.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
