,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),3546019,Zhao shi gu er (2010) ,赵氏孤儿,剧情,动作,历史,武侠,古装,5.9,121981,2.6%,17.0%,55.6%,20.3%,4.4%,中国大陆,1023040,1000905,1054562,1041404,1050059,1272245,1275526,1275500,1000526,1275205,1050265,"https://ia.media-imdb.com/images/M/MV5BMTQ0MDE2MDI2OF5BMl5BanBnXkFtZTcwMTYwMDQwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
