,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),3895511,Oblivion (2013) ,遗落战境 Oblivion,动作,科幻,悬疑,冒险,6.9,95562,10.0%,34.1%,46.4%,8.1%,1.3%,美国,1313149,1054435,1054534,1035654,1076051,1040579,1049558,1040815,"https://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
