,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),6128003,To Rome with Love (2012) ,爱在罗马 To Rome with Love,喜剧,爱情,7.5,53679,16.5%,48.0%,32.3%,2.9%,0.4%,美国,意大利,西班牙,1054430,1027144,1012520,1005774,1000011,1041004,1054430,1044972,1317423,1040841,1022652,1036381,1199222,"https://ia.media-imdb.com/images/M/MV5BMTcwNTg4MDMxM15BMl5BanBnXkFtZTcwNjAzMzY3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
