,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),6537486,Dans la maison (2012) ,登堂入室 Dans la maison,剧情,悬疑,8.5,75699,40.7%,45.0%,12.8%,1.1%,0.3%,法国,1053578,1041432,1323473,1021997,1010589,1307841,1327244,1002966,1032335,"https://ia.media-imdb.com/images/M/MV5BMTY3OTQwMTg5Ml5BMl5BanBnXkFtZTcwNjQ4NzAyOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
