,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2012),3642835,Men in Black 3 (2012) ,黑衣人3 Men in Black III,喜剧,动作,科幻,7.5,182524,15.5%,47.7%,33.5%,3.0%,0.4%,美国,1002772,1027138,1047994,1004568,1013808,1054514,1009361,1004565,1025268,1017902,1009409,"https://ia.media-imdb.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
