,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2014),6424814,Divergent (2014) ,分歧者：异类觉醒 Divergent,动作,科幻,冒险,6.4,77436,7.2%,26.2%,49.4%,14.0%,3.1%,美国,1303891,1040526,1314251,1000014,1324668,1019007,1229502,1313408,1048151,1335176,1019013,1013836,1054446,1326002,1336262,"https://ia.media-imdb.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
