,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),10540066,Da Shang Hai (2012) ,大上海,剧情,动作,6.6,59657,9.4%,29.6%,45.3%,12.4%,3.3%,中国大陆,香港,1274331,1044899,1041404,1055887,1037098,1010504,1012196,1275369,1320526,1274737,1021293,1323735,1325753,"https://ia.media-imdb.com/images/M/MV5BMTk4ODg3OTQ5MV5BMl5BanBnXkFtZTgwMzYwNzk4MDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
