,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),4323732,Da Xiao Jiang Hu (2010) ,大笑江湖,动作,古装,4.5,64214,1.7%,6.1%,32.8%,35.8%,23.7%,中国大陆,台湾,1275412,1274081,1041368,1274296,1276009,1274865,1048469,1274877,1002862,1008125,1006142,1276010,1276011,1276012,1301215,"https://ia.media-imdb.com/images/M/MV5BMjE1NjY2MDQ1OV5BMl5BanBnXkFtZTgwNjAzMzY3NDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
