,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,director12,director13,director14,director15,director16,director17,director18,actor1,actor2,actor3,actor4,actor5,poster
0,(2011),5980670,Person of Interest             ,疑犯追踪  第一季 Person of Interest Season 1,剧情,悬疑,犯罪,9.1,41487,63.3%,28.7%,7.0%,0.8%,0.2%,美国,1319808,1332531,1282262,1331023,1279570,1003478,1028639,1356859,1350590,1005790,1356468,1274486,1322350,1304639,1350554,1019577,1357551,1319623,1049520,1027807,1049487,1022718,1280483,"https://ia.media-imdb.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR1,0,182,268_AL_.jpg"
