,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2009),3314870,Qian fu             ,潜伏,剧情,爱情,9.2,78502,66.3%,28.7%,4.5%,0.3%,0.2%,中国大陆,1314065,1323130,1053581,1029395,1198257,1313650,1313877,1274840,1313281,1316006,1314728,"https://ia.media-imdb.com/images/M/MV5BZGJjNmZlOGItYmVhNC00ODExLTk3MWMtYjg0NTk0YWU1Yjg3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR13,0,182,268_AL_.jpg"
